Age,Gender,Weight_kg,Height_m,Goal,Breakfast_Meal,Breakfast_Calories,Breakfast_Protein_g,Breakfast_Carbs_g,Breakfast_Fats_g,Lunch_Meal,Lunch_Calories,Lunch_Protein_g,Lunch_Carbs_g,Lunch_Fats_g,Dinner_Meal,Dinner_Calories,Dinner_Protein_g,Dinner_Carbs_g,Dinner_Fats_g,Snacks_Meal,Snacks_Calories,Snacks_Protein_g,Snacks_Carbs_g,Snacks_Fats_g,Total_Calories,Total_Protein_g,Total_Carbs_g,Total_Fats_g
46,Female,55.7,1.69,Weight Loss,White_porridge_and_bread,331.0,7.0,52.0,4.0,Waakye_and_Fish_with_egg,545.0,36.0,72.0,8.0,Jollof_Rice_with_Chicken,730.0,35.0,86.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1913.38,83.91,246.59,36.85
21,Female,59.0,1.63,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Jollof_Rice_with_Chicken,691.0,40.0,73.0,16.0,Fufu_with_Light_Soup_with_Goat_Meat,699.0,34.0,72.0,13.0,Atsoomo_(Chin-Chin),355.0,3.0,27.0,13.0,2081.42,86.46,219.78,47.3
41,Female,55.7,1.58,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),423.0,10.0,48.0,8.0,Plain_Rice_with_Chicken,575.0,41.0,55.0,12.0,Banku_and_Tilapia_with_Hot_Pepper,647.0,38.0,59.0,12.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),244.0,6.0,33.0,6.0,1889.0,95.0,195.0,38.0
48,Female,59.5,1.56,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),448.0,8.0,47.0,8.0,Red-Red_(Beans_and_Plantain_with_red_oil),558.0,28.0,54.0,15.0,Plain_Rice_with_Chicken,632.0,39.0,55.0,14.0,Plantain_Chips,277.0,3.0,36.0,8.0,1915.0,78.0,192.0,45.0
33,Female,56.9,1.53,Weight Loss,White_porridge_and_bread,308.0,6.0,44.0,4.0,Plain_Rice_with_Chicken,679.0,46.0,69.0,13.0,Banku_with_Okra_Soup,586.0,32.0,61.0,9.0,Roasted/Boiled_Maize_with_Coconut,280.0,5.0,36.0,6.0,1853.0,89.0,210.0,32.0
53,Male,62.9,1.72,Weight Loss,Tea/Milo/Coffee_with_bread,352.0,5.0,39.0,7.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Kenkey_and_Fried_Fish_with_Hot_Pepper,682.0,34.0,59.0,15.0,Agbelikaklo_with_Coconut,361.0,4.0,41.0,8.0,2014.2,82.43,203.97,43.31
49,Female,62.9,1.59,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Fufu_with_Light_Soup_with_Goat_Meat,626.0,37.0,68.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1889.0,91.8,217.34,41.46
76,Female,70.2,1.55,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,594.0,28.0,65.0,19.0,Boiled_Plantain/Yam_and_Garden_egg_stew,543.0,20.0,69.0,6.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1780.8,63.37,218.37,41.15
39,Male,63.8,1.67,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),468.0,9.0,47.0,7.0,Fufu_with_Light_Soup_with_Goat_Meat,716.0,41.0,80.0,11.0,Jollof_Rice_with_Chicken,682.0,47.0,72.0,16.0,Agbelikaklo_with_Coconut,347.0,4.0,48.0,8.0,2213.0,101.0,247.0,42.0
24,Male,58.6,1.69,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,344.0,11.0,44.0,6.0,Jollof_Rice_with_Chicken,667.0,38.0,73.0,13.0,Waakye_and_Fish_with_egg,620.0,39.0,54.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1938.38,93.91,207.59,39.85
36,Female,53.6,1.63,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,339.0,11.0,37.0,5.0,Tuo_Zaafi_with_Meat_Stew,576.0,29.0,72.0,11.0,Red-Red_(Beans_and_Plantain_with_red_oil),528.0,31.0,48.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1750.38,76.91,193.59,39.85
59,Female,62.9,1.62,Muscle Gain,Rice_water_and_bread,308.0,9.0,62.0,4.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Plain_Rice_with_Chicken,767.0,52.0,67.0,18.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2001.58,106.34,230.56,46.16
18,Female,73.1,1.55,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,618.0,26.0,66.0,22.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,663.0,42.0,65.0,21.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1924.8,83.37,215.37,59.15
7,Male,36.5,1.06,Weight Loss,White_porridge_and_bread,255.0,6.0,54.0,4.0,Waakye_and_Fish_with_egg,587.0,49.0,65.0,8.0,Plain_Rice_with_Chicken,603.0,66.0,65.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1752.38,126.91,220.59,35.85
57,Female,80.3,1.6,Muscle Gain,Rice_water_and_bread,338.0,8.0,63.0,4.0,Banku_and_Tilapia_with_Hot_Pepper,660.0,46.0,55.0,12.0,Fufu_with_Light_Soup_with_Goat_Meat,818.0,44.0,85.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2123.38,103.91,239.59,38.85
34,Female,64.1,1.55,Muscle Gain,Tea/Milo/Coffee_with_bread,314.0,7.0,44.0,8.0,Banku_with_Okra_Soup,745.0,31.0,74.0,10.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,627.0,37.0,65.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1993.38,80.91,219.59,47.85
36,Female,69.9,1.62,Muscle Gain,White_porridge_and_bread,346.0,7.0,56.0,5.0,Red-Red_(Beans_and_Plantain_with_red_oil),504.0,33.0,54.0,15.0,Plain_Rice_with_Chicken,786.0,58.0,66.0,17.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1943.38,103.91,212.59,47.85
11,Male,46.4,1.23,Weight Loss,Rice_water_and_bread,282.0,9.0,51.0,3.0,Boiled_Plantain/Yam_and_Garden_egg_stew,385.0,26.0,51.0,7.0,Jollof_Rice_with_Chicken,704.0,53.0,78.0,13.0,Atsoomo_(Chin-Chin),321.0,4.0,35.0,14.0,1692.0,92.0,215.0,37.0
74,Female,70.4,1.58,Muscle Gain,Tea/Milo/Coffee_with_bread,256.0,6.0,38.0,5.0,Plain_Rice_with_Chicken,720.0,60.0,71.0,15.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,555.0,40.0,68.0,17.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1838.38,111.91,213.59,47.85
50,Female,71.4,1.68,Muscle Gain,White_porridge_and_bread,403.0,7.0,56.0,6.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,682.0,33.0,60.0,23.0,Boiled_Plantain/Yam_and_Garden_egg_stew,551.0,22.0,61.0,9.0,Plantain_Chips,316.0,3.0,45.0,13.0,1952.0,65.0,222.0,51.0
20,Male,71.5,1.68,Muscle Gain,Rice_water_and_bread,353.0,9.0,46.0,4.0,Banku_with_Okra_Soup,734.0,37.0,69.0,11.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,575.0,36.0,64.0,21.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1969.38,87.91,215.59,46.85
67,Female,69.2,1.58,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,332.0,13.0,44.0,6.0,Jollof_Rice_with_Chicken,775.0,44.0,89.0,17.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,546.0,38.0,58.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1960.38,100.91,227.59,48.85
21,Male,83.0,1.66,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),523.0,9.0,58.0,9.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,607.0,32.0,55.0,21.0,Red-Red_(Beans_and_Plantain_with_red_oil),634.0,36.0,50.0,17.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2071.38,82.91,199.59,57.85
71,Female,58.2,1.59,Weight Loss,Tea/Milo/Coffee_with_bread,241.0,6.0,36.0,4.0,Banku_with_Okra_Soup,544.0,26.0,76.0,8.0,Fufu_with_Light_Soup_with_Goat_Meat,523.0,37.0,72.0,8.0,Roasted/Boiled_Maize_with_Coconut,252.0,5.0,30.0,4.0,1560.0,74.0,214.0,24.0
65,Female,56.4,1.56,Weight Loss,Tea/Milo/Coffee_with_bread,219.0,6.0,38.0,4.0,Banku_and_Tilapia_with_Hot_Pepper,510.0,42.0,56.0,8.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,522.0,35.0,55.0,12.0,Roasted/Boiled_Maize_with_Coconut,213.0,6.0,33.0,4.0,1464.0,89.0,182.0,28.0
40,Female,63.6,1.55,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Banku_with_Okra_Soup,588.0,29.0,65.0,9.0,Banku_and_Tilapia_with_Hot_Pepper,540.0,40.0,56.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1771.8,84.37,205.37,36.15
51,Female,57.4,1.6,Weight Loss,White_porridge_and_bread,305.0,6.0,46.0,4.0,Red-Red_(Beans_and_Plantain_with_red_oil),455.0,29.0,54.0,16.0,Waakye_and_Fish_with_egg,646.0,35.0,70.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1713.38,75.91,206.59,38.85
50,Female,60.4,1.58,Weight Loss,White_porridge_and_bread,362.0,6.0,56.0,4.0,Jollof_Rice_with_Chicken,756.0,38.0,72.0,16.0,Fufu_with_Light_Soup_with_Goat_Meat,644.0,33.0,68.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2069.38,82.91,232.59,41.85
83,Female,64.0,1.5,Muscle Gain,White_porridge_and_bread,297.0,8.0,51.0,5.0,Banku_with_Okra_Soup,554.0,37.0,82.0,8.0,Fufu_with_Light_Soup_with_Goat_Meat,606.0,39.0,76.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1764.38,89.91,245.59,34.85
54,Male,83.6,1.74,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,408.0,15.0,40.0,8.0,Jollof_Rice_with_Chicken,803.0,54.0,73.0,17.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,617.0,34.0,61.0,22.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2135.38,108.91,210.59,57.85
32,Male,68.0,1.74,Weight Loss,Tom_Brown_and_bread,341.0,8.0,56.0,4.0,Banku_with_Okra_Soup,729.0,36.0,59.0,8.0,Boiled_Plantain/Yam_and_Garden_egg_stew,490.0,19.0,57.0,8.0,Nkatie_Cake_(Groundnut_Cake),332.0,11.0,20.0,14.0,1892.0,74.0,192.0,34.0
46,Female,65.1,1.57,Weight Loss,Rice_water_and_bread,323.0,9.0,52.0,3.0,Plain_Rice_with_Chicken,696.0,39.0,60.0,12.0,Tuo_Zaafi_with_Meat_Stew,678.0,31.0,65.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2004.38,84.91,213.59,35.85
55,Female,65.5,1.59,Muscle Gain,Rice_water_and_bread,374.0,8.0,54.0,4.0,Jollof_Rice_with_Chicken,710.0,52.0,94.0,21.0,Plain_Rice_with_Chicken,621.0,57.0,74.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2012.38,122.91,258.59,50.85
70,Male,77.1,1.68,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,412.0,16.0,39.0,6.0,Jollof_Rice_with_Chicken,656.0,46.0,78.0,17.0,Boiled_Plantain/Yam_and_Garden_egg_stew,524.0,27.0,59.0,8.0,Agbelikaklo_with_Coconut,347.0,6.0,57.0,6.0,1939.0,95.0,233.0,37.0
28,Male,71.4,1.62,Muscle Gain,White_porridge_and_bread,369.0,7.0,52.0,5.0,Waakye_and_Fish_with_egg,816.0,46.0,69.0,13.0,Fufu_with_Light_Soup_with_Goat_Meat,796.0,45.0,78.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2288.38,103.91,235.59,44.85
13,Male,49.6,1.19,Muscle Gain,Tom_Brown_and_bread,304.0,10.0,51.0,6.0,Tuo_Zaafi_with_Meat_Stew,550.0,44.0,78.0,13.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,536.0,34.0,66.0,20.0,Atsoomo_(Chin-Chin),371.0,4.0,39.0,17.0,1761.0,92.0,234.0,56.0
60,Female,56.5,1.65,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),403.0,9.0,54.0,7.0,Plain_Rice_with_Chicken,723.0,41.0,70.0,13.0,Jollof_Rice_with_Chicken,637.0,35.0,85.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2070.38,90.91,245.59,46.85
20,Male,69.0,1.67,Muscle Gain,White_porridge_and_bread,371.0,8.0,51.0,6.0,Jollof_Rice_with_Chicken,810.0,56.0,72.0,21.0,Red-Red_(Beans_and_Plantain_with_red_oil),518.0,34.0,60.0,16.0,Atsoomo_(Chin-Chin),407.0,4.0,30.0,20.0,2106.0,102.0,213.0,63.0
70,Male,59.5,1.64,Weight Loss,Rice_water_and_bread,278.0,6.0,45.0,2.0,Banku_with_Okra_Soup,510.0,27.0,59.0,6.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,596.0,23.0,50.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1691.38,61.91,190.59,31.85
39,Female,55.2,1.63,Weight Loss,Oatmeal,260.0,9.0,41.0,3.0,Red-Red_(Beans_and_Plantain_with_red_oil),510.0,31.0,47.0,12.0,Banku_with_Okra_Soup,551.0,30.0,72.0,9.0,Agbelikaklo_with_Coconut,319.0,4.0,43.0,7.0,1640.0,74.0,203.0,31.0
62,Male,79.4,1.69,Muscle Gain,Tea/Milo/Coffee_with_bread,281.0,6.0,40.0,5.0,Fufu_with_Light_Soup_with_Goat_Meat,650.0,46.0,69.0,13.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,542.0,46.0,55.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1780.38,103.91,200.59,43.85
16,Male,58.1,1.32,Muscle Gain,Tea/Milo/Coffee_with_bread,268.0,7.0,45.0,8.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Banku_and_Tilapia_with_Hot_Pepper,562.0,63.0,62.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1756.58,115.34,208.56,46.16
27,Male,60.5,1.68,Weight Loss,Rice_water_and_bread,312.0,7.0,44.0,3.0,Tuo_Zaafi_with_Meat_Stew,779.0,37.0,68.0,11.0,Red-Red_(Beans_and_Plantain_with_red_oil),515.0,27.0,44.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1913.38,76.91,192.59,36.85
50,Male,61.0,1.62,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,414.0,14.0,38.0,5.0,Plain_Rice_with_Chicken,723.0,56.0,54.0,15.0,Banku_and_Tilapia_with_Hot_Pepper,713.0,39.0,50.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2157.38,114.91,178.59,41.85
50,Female,56.3,1.55,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),405.0,9.0,50.0,7.0,Red-Red_(Beans_and_Plantain_with_red_oil),531.0,28.0,48.0,15.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,576.0,33.0,48.0,13.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),261.0,7.0,38.0,7.0,1773.0,77.0,184.0,42.0
15,Male,40.7,1.3,Weight Loss,Rice_water_and_bread,264.0,8.0,51.0,3.0,Plain_Rice_with_Chicken,487.0,53.0,72.0,13.0,Tuo_Zaafi_with_Meat_Stew,491.0,39.0,69.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1549.38,105.91,228.59,37.85
27,Male,62.3,1.65,Weight Loss,Oatmeal,265.0,12.0,35.0,3.0,Tuo_Zaafi_with_Meat_Stew,610.0,36.0,62.0,10.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,544.0,28.0,59.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1726.38,81.91,192.59,38.85
30,Male,66.1,1.68,Weight Loss,Tom_Brown_and_bread,418.0,8.0,55.0,4.0,Tuo_Zaafi_with_Meat_Stew,623.0,37.0,57.0,10.0,Waakye_and_Fish_with_egg,638.0,50.0,68.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1986.38,100.91,216.59,32.85
12,Female,44.7,1.21,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Banku_and_Tilapia_with_Hot_Pepper,396.0,42.0,57.0,12.0,Waakye_and_Fish_with_egg,459.0,55.0,53.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1498.8,112.37,194.37,37.15
33,Male,65.9,1.63,Weight Loss,Tom_Brown_and_bread,397.0,7.0,48.0,4.0,Red-Red_(Beans_and_Plantain_with_red_oil),584.0,28.0,54.0,13.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Roasted/Boiled_Maize_with_Coconut,249.0,5.0,33.0,6.0,1845.79,78.98,199.77,36.31
43,Female,53.8,1.59,Weight Loss,Tom_Brown_and_bread,304.0,10.0,57.0,4.0,Banku_with_Okra_Soup,518.0,26.0,61.0,10.0,Waakye_and_Fish_with_egg,660.0,44.0,63.0,8.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),257.0,6.0,37.0,8.0,1739.0,86.0,218.0,30.0
51,Male,68.0,1.67,Muscle Gain,Rice_water_and_bread,412.0,8.0,56.0,5.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Red-Red_(Beans_and_Plantain_with_red_oil),602.0,33.0,57.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1940.58,86.34,214.56,48.16
64,Female,58.5,1.59,Weight Loss,Rice_water_and_bread,266.0,7.0,52.0,2.0,Tuo_Zaafi_with_Meat_Stew,557.0,29.0,66.0,8.0,Waakye_and_Fish_with_egg,557.0,44.0,67.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1687.38,85.91,221.59,28.85
75,Female,53.8,1.58,Weight Loss,Tom_Brown_and_bread,306.0,8.0,49.0,4.0,Plain_Rice_with_Chicken,525.0,50.0,59.0,10.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1754.17,102.89,209.36,38.16
34,Female,73.7,1.65,Muscle Gain,White_porridge_and_bread,379.0,7.0,62.0,5.0,Waakye_and_Fish_with_egg,771.0,48.0,75.0,13.0,Tuo_Zaafi_with_Meat_Stew,718.0,43.0,68.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2175.38,103.91,241.59,41.85
80,Female,55.2,1.55,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Banku_with_Okra_Soup,554.0,34.0,70.0,8.0,Waakye_and_Fish_with_egg,623.0,37.0,60.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1820.8,86.37,214.37,32.15
55,Male,79.6,1.73,Muscle Gain,Rice_water_and_bread,413.0,9.0,50.0,4.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,594.0,48.0,62.0,17.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1930.17,101.89,213.36,45.16
85,Female,52.5,1.49,Weight Loss,Oatmeal,265.0,11.0,36.0,2.0,Banku_and_Tilapia_with_Hot_Pepper,462.0,41.0,59.0,8.0,Waakye_and_Fish_with_egg,559.0,39.0,70.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1593.38,96.91,201.59,28.85
36,Male,62.4,1.75,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),471.0,11.0,59.0,8.0,Tuo_Zaafi_with_Meat_Stew,687.0,33.0,72.0,10.0,Boiled_Plantain/Yam_and_Garden_egg_stew,496.0,20.0,60.0,6.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),328.0,7.0,36.0,7.0,1982.0,71.0,227.0,31.0
34,Female,72.9,1.63,Muscle Gain,Rice_water_and_bread,311.0,7.0,46.0,5.0,Fufu_with_Light_Soup_with_Goat_Meat,734.0,43.0,69.0,14.0,Boiled_Plantain/Yam_and_Garden_egg_stew,565.0,26.0,71.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1917.38,81.91,222.59,38.85
29,Female,57.6,1.67,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Red-Red_(Beans_and_Plantain_with_red_oil),496.0,28.0,46.0,14.0,Plain_Rice_with_Chicken,651.0,46.0,72.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1790.8,89.37,202.37,45.15
7,Female,31.4,1.0,Weight Loss,Tom_Brown_and_bread,248.0,10.0,48.0,4.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,427.0,31.0,47.0,17.0,Red-Red_(Beans_and_Plantain_with_red_oil),446.0,33.0,43.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1428.38,79.91,174.59,47.85
29,Male,57.2,1.68,Weight Loss,Tom_Brown_and_bread,388.0,7.0,53.0,4.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,674.0,26.0,56.0,17.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1985.17,77.89,210.36,45.16
59,Male,83.1,1.65,Muscle Gain,Tea/Milo/Coffee_with_bread,309.0,7.0,41.0,8.0,Banku_and_Tilapia_with_Hot_Pepper,762.0,52.0,68.0,13.0,Waakye_and_Fish_with_egg,759.0,58.0,61.0,11.0,Roasted/Boiled_Maize_with_Coconut,269.0,7.0,35.0,6.0,2099.0,124.0,205.0,38.0
8,Male,38.8,1.06,Weight Loss,Rice_water_and_bread,302.0,9.0,48.0,4.0,Boiled_Plantain/Yam_and_Garden_egg_stew,372.0,26.0,62.0,6.0,Tuo_Zaafi_with_Meat_Stew,630.0,41.0,66.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1611.38,81.91,212.59,30.85
25,Male,81.9,1.72,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,419.0,15.0,51.0,8.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Tuo_Zaafi_with_Meat_Stew,660.0,34.0,83.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2005.58,94.34,235.56,44.16
59,Female,52.6,1.65,Weight Loss,Tom_Brown_and_bread,402.0,7.0,49.0,4.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,565.0,26.0,45.0,16.0,Banku_with_Okra_Soup,640.0,27.0,69.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1914.38,65.91,199.59,38.85
25,Female,68.7,1.66,Muscle Gain,Tom_Brown_and_bread,441.0,10.0,68.0,5.0,Banku_with_Okra_Soup,751.0,32.0,73.0,13.0,Red-Red_(Beans_and_Plantain_with_red_oil),526.0,33.0,61.0,16.0,Plantain_Chips,346.0,3.0,49.0,13.0,2064.0,78.0,251.0,47.0
76,Male,74.6,1.64,Muscle Gain,Rice_water_and_bread,331.0,9.0,47.0,4.0,Waakye_and_Fish_with_egg,650.0,46.0,72.0,10.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,600.0,30.0,66.0,17.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1888.38,90.91,221.59,41.85
26,Female,70.7,1.58,Muscle Gain,Rice_water_and_bread,282.0,8.0,51.0,5.0,Red-Red_(Beans_and_Plantain_with_red_oil),607.0,28.0,57.0,16.0,Fufu_with_Light_Soup_with_Goat_Meat,621.0,40.0,91.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1817.38,81.91,235.59,46.85
78,Female,53.7,1.57,Weight Loss,Rice_water_and_bread,298.0,7.0,49.0,2.0,Plain_Rice_with_Chicken,503.0,50.0,68.0,10.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,448.0,33.0,50.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1556.38,95.91,203.59,35.85
25,Female,70.0,1.65,Muscle Gain,Rice_water_and_bread,284.0,8.0,54.0,4.0,Fufu_with_Light_Soup_with_Goat_Meat,611.0,40.0,70.0,14.0,Tuo_Zaafi_with_Meat_Stew,684.0,40.0,84.0,12.0,Plantain_Chips,344.0,3.0,46.0,10.0,1923.0,91.0,254.0,40.0
55,Female,66.1,1.61,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),481.0,9.0,53.0,10.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,579.0,36.0,53.0,20.0,Waakye_and_Fish_with_egg,689.0,43.0,74.0,11.0,Atsoomo_(Chin-Chin),330.0,3.0,33.0,18.0,2079.0,91.0,213.0,59.0
6,Male,36.0,1.0,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Fufu_with_Light_Soup_with_Goat_Meat,624.0,48.0,81.0,11.0,Plain_Rice_with_Chicken,572.0,63.0,53.0,15.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),205.0,9.0,34.0,8.0,1737.42,129.46,215.78,39.3
42,Male,65.8,1.71,Weight Loss,Tea/Milo/Coffee_with_bread,294.0,6.0,36.0,7.0,Banku_and_Tilapia_with_Hot_Pepper,693.0,42.0,63.0,12.0,Fufu_with_Light_Soup_with_Goat_Meat,614.0,34.0,64.0,11.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),300.0,7.0,37.0,6.0,1901.0,89.0,200.0,36.0
77,Male,74.9,1.64,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),433.0,14.0,59.0,7.0,Red-Red_(Beans_and_Plantain_with_red_oil),467.0,33.0,61.0,14.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,665.0,34.0,58.0,20.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1872.38,86.91,214.59,51.85
70,Male,71.8,1.7,Muscle Gain,Oatmeal,305.0,10.0,50.0,3.0,Plain_Rice_with_Chicken,677.0,62.0,77.0,16.0,Boiled_Plantain/Yam_and_Garden_egg_stew,477.0,28.0,72.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1766.38,105.91,235.59,37.85
